Employee ID,first_name,last_name,email,DOB,Telephone,Address,Gender,Trust,Ethnicity,Nationality,Visa Status,Staff Group,Role,Division,Ward,Grade,Salary,Hire Date,Contract Start,Weekly Hours,FTE,Registration Type,Contract Type,Employment Status,Registration Number,NI Number,Registration Expiry Date,DBS Expiry Date,Mandatory Training Completion Date,Mandatory Training Expiry Date,Profile Date
EMP0063,Christopher,Smith,rowens@example.org,2005-11-23,09098790482,"363 Louise Center
North Emilyland
L00 0RP",Male,Oakridge Community Services NHS Trust,White,United Kingdom,Dependent,AHP,Pharmacist,Surgery & Cancer,Colorectal Surgery,5,42381,2017-05-21,2017-06-18,15.0,0.4,HCPC,Bank,Inactive,LF188198,VJ600147,2029-03-11,2030-03-18,2026-06-07,2027-05-11,2017-06-11
EMP0064,Sara,Jones,cmckenzie@example.com,1998-03-01,029 2018893,"57 Foster Island
Lake Steven
LL0 6LW",Male,Oakridge Community Services NHS Trust,Mixed,Australia,British Citizen,Admin,Administrator,Women & Children,Obstetrics,3,26080,2019-04-30,2019-06-04,30.0,0.8,HCPC,Fixed Term,On Leave,LL178840,AQ811411,2030-10-24,2026-10-14,2025-12-07,2027-04-11,2019-05-21
EMP0065,David,Dawson,haywardgemma@example.org,1976-04-01,01614960048,"619 Abbie Mountain
New Vincent
LA4V 3DB",Female,Hillcrest Medical Centres NHS Trust,Mixed,South Africa,Dependent,AHP,Occupational Therapist,Surgery & Cancer,ENT Surgery,6,54862,2025-02-20,2025-03-27,15.0,0.4,NMC,Bank,Suspended,BL287808,TA777964,2029-08-07,2026-11-23,2026-01-15,2026-10-21,2025-03-13
EMP0066,William,Richards,stephanie02@example.net,1982-12-09,01614960825,"074 Ruth Terrace
Yvonneview
N9B 0DE",Female,Midlands Central Hospitals NHS Trust,Black,Trinidad and Tobago,Dependent,Nursing,Senior Staff Nurse,Medicine & Acute Care,Infectious Diseases,6,47965,2023-07-04,2023-08-15,30.0,0.8,None,Fixed Term,On Leave,AU570844,OL890223,2027-06-28,2029-07-01,2025-12-03,2027-03-18,2023-07-25
EMP0067,Alan,Holmes,nixondavid@example.com,1978-02-18,(0117) 496 0369,"Flat 15X
Evans Drive
West Iaintown
TD7W 7QG",Male,Eastfield Psychological Services NHS Trust,Asian,China,ILR,AHP,Speech Therapist,Clinical Support Services,Pharmacy,6,44794,2023-09-23,2023-10-21,18.75,0.5,NMC,Fixed Term,Suspended,RL907908,QL724390,2028-11-20,2029-10-31,2026-08-01,2027-02-20,2023-10-14
EMP0068,Ben,Clarke,davidlloyd@example.org,1974-05-07,020 74960134,"549 Boyle Drive
Lake Bethany
SK6 6ES",Female,Westborough Acute Care NHS Trust,White,United Kingdom,British Citizen,Admin,Data Analyst,Critical Care & Anaesthesia,Pain Management,8A,62458,2017-12-08,2018-01-12,20.0,0.53,NMC,Bank,Suspended,XX262606,JN150778,2031-04-21,2028-12-15,2026-09-06,2027-03-27,2017-12-29
EMP0069,Charlotte,Griffiths,douglasrobinson@example.net,1999-01-13,0161 4960416,"000 Reece Freeway
East Edward
TQ9P 6PT",Female,Northshire University Hospitals NHS Trust,Black,Trinidad and Tobago,ILR,Medical,GP,Clinical Support Services,Occupational Therapy,GP,91917,2022-01-29,2022-03-12,20.0,0.53,HCPC,Bank,Inactive,SQ216983,HD862900,2027-09-20,2027-01-21,2026-02-22,2027-09-07,2022-02-19
EMP0070,Harry,Rhodes,barbara48@example.net,2002-09-27,0151 496 0314,"Studio 32
Thorpe Island
Smithland
SE9Y 7UW",Male,Broadfield Clinical Services NHS Trust,Asian,China,British Citizen,Admin,Data Analyst,Corporate Services,Human Resources,8A,69808,2021-06-04,2021-07-16,30.0,0.8,None,Fixed Term,Inactive,CA449134,TI629642,2028-09-04,2029-10-30,2026-01-17,2026-11-26,2021-06-25
EMP0071,Clifford,Parker,gailmoran@example.net,1988-04-02,+44(0)118 496 0493,"50 Godfrey Groves
West Simon
PL6H 5JY",Male,Horizon Integrated Health Partnership NHS Trust,White,United Kingdom,Dependent,AHP,Radiographer,Medicine & Acute Care,Infectious Diseases,6,45688,2020-04-13,2020-05-11,20.0,0.53,GMC,Fixed Term,Active,ZB411566,OC185638,2026-10-28,2029-09-22,2026-03-01,2027-03-24,2020-05-04
EMP0072,Jordan,Harrison,lucylee@example.net,1979-03-01,01174960198,"7 Julian Station
South Judith
WC5 2ED",Male,Oakridge Community Services NHS Trust,Mixed,Thailand,Dependent,Medical,SHO,Corporate Services,Communications,SHO,58100,2019-07-10,2019-08-14,20.0,0.53,None,Permanent,Inactive,KA006279,AQ829021,2028-05-07,2027-11-17,2025-11-11,2026-12-27,2019-07-31
EMP0073,Vincent,Davies,alexandranorton@example.com,1982-07-06,+44(0)909 8790369,"43 Clarke Crest
Barrymouth
N28 9TZ",Female,Lakeside District Hospitals NHS Trust,Asian,India,ILR,Nursing,Healthcare Assistant,Clinical Support Services,Physiotherapy,2,27550,2016-11-09,2016-12-21,30.0,0.8,GMC,Fixed Term,Inactive,OR202401,AW826058,2027-05-26,2028-10-05,2025-11-28,2027-03-12,2016-11-30
EMP0074,Abigail,Wright,melanie21@example.net,1961-01-08,0808 157 0818,"09 Smith Station
Mauricetown
ZE6P 5BT",Female,Bluewater Community & Rehabilitation NHS Trust,White,New Zealand,Dependent,Medical,Registrar,Critical Care & Anaesthesia,Intensive Care Unit,SPR,69029,2023-09-07,2023-10-05,20.0,0.53,GMC,Bank,Suspended,IR119317,WZ495097,2031-01-17,2030-07-04,2026-09-03,2027-09-02,2023-09-28
EMP0075,Jenna,Skinner,graykirsty@example.com,2007-12-15,+44(0)191 4960971,"46 Burrows Club
Lake Jemmatown
SP8A 1ZJ",Male,Greenhaven Acute & Specialist Care NHS Trust,White,Australia,ILR,Nursing,Charge Nurse,Corporate Services,Communications,7,54048,2017-03-15,2017-04-12,15.0,0.4,HCPC,Permanent,On Leave,QF350907,GX032844,2029-12-25,2030-05-12,2026-07-03,2026-09-15,2017-04-05
EMP0076,Max,Clark,jessicaali@example.org,1976-08-27,+44161 4960312,"Flat 71
Leonard Curve
New Joseph
M7 2TB",Male,Eastfield Psychological Services NHS Trust,Mixed,Ghana,ILR,Nursing,Healthcare Assistant,Corporate Services,Facilities Management,2,25208,2020-02-10,2020-03-16,20.0,0.53,GMC,Permanent,Inactive,JY285530,IY419823,2028-03-05,2029-05-14,2026-04-07,2026-12-27,2020-03-02
EMP0077,Nathan,Charlton,irene16@example.com,1997-10-12,0113 4960000,"Studio 25Q
Edwards Shoals
North Sylvia
N4A 7UH",Male,Riverside Integrated Care NHS Trust,Mixed,Thailand,ILR,Medical,FY1/FY2,Women & Children,Gynaecology,FY1,38726,2021-06-29,2021-08-10,30.0,0.8,None,Permanent,Inactive,OI392315,MT689979,2027-09-04,2031-04-12,2026-06-25,2026-10-29,2021-07-20
EMP0078,Ryan,Wright,austinbrandon@example.com,1970-11-13,0131 4960181,"Flat 5
Stewart Alley
Paigeton
HD2B 5DF",Male,Oakridge Community Services NHS Trust,White,Australia,Dependent,Admin,Data Analyst,Emergency & Urgent Care,Urgent Care,8A,64202,2026-01-22,2026-02-19,15.0,0.4,None,Permanent,Active,KM186004,FP640008,2029-09-30,2029-01-17,2025-09-28,2027-07-03,2026-02-12
EMP0079,Guy,Carter,wilkinsonjasmine@example.org,1979-09-06,01914960678,"1 Stone Alley
Lake Joanneport
M3S 6DD",Female,Midlands Central Hospitals NHS Trust,Asian,Japan,Dependent,AHP,Radiographer,Emergency & Urgent Care,Ambulance Services,6,51444,2024-05-30,2024-07-11,37.5,1.0,GMC,Bank,On Leave,JQ837450,EO868394,2030-06-07,2027-05-07,2026-01-23,2027-07-28,2024-06-20
EMP0080,Lee,West,scott06@example.org,2007-06-27,(0114)4960239,"4 Cameron Unions
Victoriaport
G20 9FJ",Male,Oakridge Community Services NHS Trust,Asian,Thailand,Dependent,AHP,Physiotherapist,Women & Children,Postnatal Care,6,51715,2017-09-21,2017-11-02,18.75,0.5,NMC,Permanent,Inactive,ZW046346,DG376192,2028-07-02,2027-12-22,2026-05-16,2027-07-16,2017-10-12
EMP0081,Tom,Saunders,heatherbarker@example.org,1964-08-14,0292018435,"154 Burton Creek
New Rachel
B25 6EN",Male,Eastfield Psychological Services NHS Trust,Black,South Africa,Skilled Worker,AHP,Pharmacist,Medicine & Acute Care,Infectious Diseases,5,38062,2017-07-04,2017-08-01,18.75,0.5,NMC,Fixed Term,Inactive,XL878544,LX917714,2031-03-16,2027-10-02,2026-04-18,2027-06-15,2017-07-25
EMP0082,Elaine,Ellis,morganphillip@example.org,1996-07-02,(0909) 879 0862,"9 Amy Passage
Masonmouth
SS4 8SG",Female,Riverside Integrated Care NHS Trust,Black,Barbados,Skilled Worker,Nursing,Healthcare Assistant,Critical Care & Anaesthesia,Intensive Care Unit,2,25484,2021-02-25,2021-03-25,30.0,0.8,HCPC,Fixed Term,On Leave,JH666846,FU230105,2030-07-17,2030-12-02,2026-07-16,2027-05-23,2021-03-18
EMP0083,Jayne,Martin,alexander95@example.org,1995-05-01,+442074960847,"214 Wright Station
Port James
DG76 6YS",Male,Lakeside District Hospitals NHS Trust,Asian,India,British Citizen,Admin,Data Analyst,Clinical Support Services,Pharmacy,8A,55257,2018-01-25,2018-03-08,15.0,0.4,HCPC,Fixed Term,Suspended,JJ768699,IF742836,2027-01-20,2027-08-28,2026-02-05,2027-04-12,2018-02-15
EMP0084,Hayley,Watson,billy51@example.com,2006-10-13,(0141) 4960677,"90 Barrett Coves
West Bernard
G97 4LS",Female,Northwood Mental Health NHS Trust,Black,Jamaica,Skilled Worker,Nursing,Nursery Nurse,Medicine & Acute Care,Oncology,2,26780,2022-04-09,2022-05-14,37.5,1.0,HCPC,Fixed Term,Inactive,SX068383,BY102782,2030-01-02,2028-09-01,2025-11-15,2027-04-08,2022-04-30
EMP0085,Kayleigh,Stone,rfoster@example.net,1981-10-30,+44161 496 0050,"Flat 65
Emma Skyway
Kateshire
N8 2EE",Female,Bluewater Community & Rehabilitation NHS Trust,Asian,China,British Citizen,Medical,Consultant,Medicine & Acute Care,Respiratory Medicine,CONS,122569,2019-12-14,2020-01-25,18.75,0.5,None,Fixed Term,On Leave,UQ171121,ML131268,2028-12-27,2030-09-04,2026-08-08,2026-12-19,2020-01-04
EMP0086,Cheryl,Briggs,wilsonkevin@example.net,1976-01-20,0151 4960377,"89 Brown Light
Margaretville
DT0H 0AU",Female,Lakeside District Hospitals NHS Trust,White,New Zealand,ILR,Medical,Registrar,Emergency & Urgent Care,Minor Injuries Unit,SPR,72457,2023-02-27,2023-04-03,37.5,1.0,GMC,Bank,Active,EA898915,CG923918,2031-05-09,2029-12-13,2025-10-03,2027-07-12,2023-03-20
EMP0087,Allan,Murphy,jamie94@example.net,1961-03-08,+44(0)808 157 0442,"96 Marilyn Plains
Aimeehaven
LE2H 9JJ",Male,Oakridge Community Services NHS Trust,White,New Zealand,Skilled Worker,Nursing,Senior Staff Nurse,Surgery & Cancer,Orthopaedics,6,46982,2022-05-31,2022-07-05,30.0,0.8,GMC,Fixed Term,Inactive,SW537247,CC566482,2027-08-25,2031-06-26,2026-01-04,2026-09-22,2022-06-21
EMP0088,Antony,Peters,lynne02@example.net,1990-06-12,+44115 496 0697,"Flat 53P
Wood Parks
South Daniel
BL5E 0LE",Male,Lakeside District Hospitals NHS Trust,Mixed,China,British Citizen,AHP,Occupational Therapist,Corporate Services,Communications,6,49091,2019-05-18,2019-06-22,20.0,0.53,None,Fixed Term,Active,WW442194,AH583336,2028-04-19,2031-01-20,2026-05-02,2027-03-08,2019-06-08
EMP0089,Paige,Higgins,lsmith@example.org,1977-08-08,+441154960186,"7 Ali Course
Lake Barry
NR52 3NS",Male,Lakeside District Hospitals NHS Trust,Mixed,Nigeria,Skilled Worker,Nursing,Nursery Nurse,Medicine & Acute Care,Nephrology,2,24347,2018-10-19,2018-11-23,15.0,0.4,HCPC,Permanent,Suspended,QD910276,LP459248,2026-09-21,2030-08-22,2026-08-25,2027-03-16,2018-11-09
EMP0090,Sophie,Whitehead,vbarton@example.com,1966-04-16,(029) 2018 0105,"61 Thompson Spring
Mandyton
N1F 5DL",Female,Southvale Hospitals NHS Trust,Black,Kenya,Skilled Worker,Nursing,Ward Manager,Corporate Services,Human Resources,8A,61756,2023-08-01,2023-09-05,37.5,1.0,None,Bank,Suspended,GN712408,HJ131905,2030-01-29,2027-06-03,2025-10-03,2026-12-09,2023-08-22
EMP0091,Hugh,O'Brien,chelsea23@example.com,2002-04-29,(0909) 879 0724,"Flat 6
Barbara Harbors
West Judith
G5 0HE",Female,Northshire University Hospitals NHS Trust,Black,South Africa,Dependent,Nursing,Nursery Nurse,Surgery & Cancer,Colorectal Surgery,2,24857,2019-04-01,2019-05-06,20.0,0.53,GMC,Permanent,Active,SH959946,LA292043,2030-11-05,2029-08-09,2025-11-02,2027-03-12,2019-04-22
EMP0092,Ben,Booth,billywhite@example.net,1965-02-16,(0118) 4960369,"Studio 40u
Butler Walk
Greenwoodfort
N9E 8UB",Female,Northshire University Hospitals NHS Trust,Mixed,Australia,Skilled Worker,AHP,Physiologist,Emergency & Urgent Care,Emergency Department,6,54146,2024-08-22,2024-09-19,18.75,0.5,GMC,Permanent,Active,VL089057,VM299192,2030-02-04,2030-05-04,2026-01-21,2027-03-01,2024-09-12
EMP0093,Judith,Gray,wleonard@example.com,1998-02-01,0115 496 0797,"Flat 11y
Bradley Ranch
New Josephine
HR61 7PP",Male,Northwood Mental Health NHS Trust,Black,Ghana,ILR,Admin,Receptionist,Clinical Support Services,Pathology,3,29639,2020-08-27,2020-10-08,30.0,0.8,NMC,Bank,Inactive,XV672349,GJ580089,2029-08-09,2031-01-26,2026-07-11,2027-06-23,2020-09-17
EMP0094,Terry,Curtis,sfreeman@example.com,1970-03-14,+4429 2018928,"Flat 35
West Grove
Thomasville
WF58 1DB",Female,Valleyview Mental Wellness NHS Trust,Mixed,Jamaica,ILR,Medical,GP,Surgery & Cancer,Colorectal Surgery,GP,102963,2021-11-17,2021-12-29,15.0,0.4,GMC,Fixed Term,Suspended,NP584758,SL759401,2030-08-20,2030-05-14,2026-01-30,2027-03-01,2021-12-08
EMP0095,Pauline,Yates,shardy@example.net,2003-11-26,+441184960948,"35 Daniel Centers
Traceyport
G0C 7QZ",Male,Westborough Acute Care NHS Trust,Mixed,Kenya,Dependent,Nursing,Ward Manager,Women & Children,Gynaecology,8A,61869,2017-03-03,2017-03-31,30.0,0.8,None,Fixed Term,Suspended,EQ648591,PO550767,2029-08-27,2030-03-17,2026-07-24,2026-10-30,2017-03-24
EMP0096,Ronald,Jones,francis13@example.org,2002-07-08,029 2018 0432,"Studio 24
Antony River
Port Andrewmouth
IG48 5TF",Female,Hillcrest Medical Centres NHS Trust,Asian,Thailand,ILR,AHP,Occupational Therapist,Surgery & Cancer,ENT Surgery,6,45680,2022-01-13,2022-02-10,18.75,0.5,NMC,Bank,Inactive,AB455939,CK778733,2029-11-18,2027-07-04,2026-08-28,2027-03-27,2022-02-03
EMP0097,Louise,Stevens,aparkes@example.net,1996-01-17,(0191) 496 0410,"Studio 4
Georgia Drives
New Lynnchester
EX4 9XA",Male,Westmere Community Health NHS Trust,White,United Kingdom,Dependent,Medical,FY1/FY2,Surgery & Cancer,Breast Surgery,FY1,36126,2018-04-16,2018-05-14,15.0,0.4,NMC,Fixed Term,On Leave,FS445664,XA004483,2027-08-11,2027-06-24,2026-09-08,2026-11-24,2018-05-07
EMP0098,Allan,Whitehead,john88@example.com,1968-09-13,0151 496 0427,"8 Little Village
Thomastown
DL17 5GL",Male,Southvale Hospitals NHS Trust,White,Australia,ILR,Admin,Receptionist,Emergency & Urgent Care,Ambulance Services,3,27145,2024-02-18,2024-03-31,18.75,0.5,GMC,Fixed Term,Inactive,AJ319592,OO946701,2026-11-07,2028-10-06,2025-12-23,2027-05-17,2024-03-10
EMP0099,Rebecca,Page,reynoldshenry@example.com,1981-03-21,02074960660,"Flat 9
Alison Unions
Lesliemouth
G30 2NZ",Female,Eastmoor Teaching Hospitals NHS Trust,Mixed,Thailand,Skilled Worker,Medical,GP,Corporate Services,Human Resources,GP,111672,2022-02-28,2022-03-28,20.0,0.53,HCPC,Fixed Term,On Leave,NX534690,FZ002400,2029-12-21,2028-04-21,2026-05-20,2027-05-26,2022-03-21
EMP0100,Sheila,Waters,gregory03@example.org,1961-11-11,01632 960 441,"62 Carole Route
East Jasonland
N8J 8AQ",Female,Southgate Community & Mental Health NHS Trust,Mixed,Japan,Skilled Worker,Admin,Administrator,Surgery & Cancer,Neurosurgery,3,29896,2025-01-27,2025-03-10,20.0,0.53,None,Permanent,On Leave,ZB448228,FI199546,2028-11-30,2028-04-11,2025-10-18,2027-04-24,2025-02-17
EMP0101,Charlene,Wright,edwardsamber@example.net,1967-02-23,+44(0)306 999 0532,"510 Marilyn Tunnel
Robertsside
M41 1YJ",Male,Valleyview Mental Wellness NHS Trust,White,New Zealand,Skilled Worker,AHP,Radiographer,Critical Care & Anaesthesia,Intensive Care Unit,6,48395,2020-12-04,2021-01-08,37.5,1.0,GMC,Fixed Term,Active,LV912138,SB093600,2029-05-31,2029-10-23,2026-07-25,2027-08-24,2020-12-25
EMP0102,Guy,Johnson,joel52@example.net,1964-08-02,+44(0)306 9990715,"Studio 41
Kathryn Road
South Scotttown
SY46 8BT",Female,Westborough Acute Care NHS Trust,White,Australia,Dependent,Admin,Receptionist,Medicine & Acute Care,Nephrology,3,30826,2023-09-20,2023-11-01,30.0,0.8,NMC,Fixed Term,On Leave,FZ463337,LS193211,2029-03-23,2029-11-29,2026-02-13,2026-10-26,2023-10-11
EMP0103,Julie,Lee,marc75@example.net,1971-03-09,+44(0)289018789,"Studio 22
Glenn Plains
Port Geoffreyfort
S61 5GB",Female,Meadowbrook Community Health NHS Trust,Black,Nigeria,British Citizen,Nursing,Charge Nurse,Corporate Services,Facilities Management,7,62732,2017-03-10,2017-04-14,37.5,1.0,GMC,Bank,Suspended,BR731059,QD683241,2031-08-18,2030-11-27,2026-05-22,2027-02-08,2017-03-31
EMP0104,Maureen,Adams,coxtina@example.net,1963-07-22,0121 496 0231,"2 Wood Harbors
Amberburgh
KY2H 8HD",Male,Bluewater Community & Rehabilitation NHS Trust,Mixed,Ghana,Skilled Worker,Nursing,Nursery Nurse,Emergency & Urgent Care,Ambulance Services,2,27267,2021-04-22,2021-05-27,18.75,0.5,NMC,Bank,Inactive,TL013544,CM575029,2026-12-04,2030-09-19,2026-04-14,2027-05-29,2021-05-13
EMP0105,Julie,Spencer,ypreston@example.com,1961-10-13,(0131) 496 0955,"7 Roberts Highway
Mitchelltown
N50 1NR",Female,Oakridge Community Services NHS Trust,Black,Nigeria,Dependent,AHP,Speech Therapist,Women & Children,Postnatal Care,6,47284,2024-06-03,2024-07-15,15.0,0.4,NMC,Permanent,On Leave,QM492891,NP485649,2027-11-09,2028-09-03,2026-08-12,2026-11-27,2024-06-24
EMP0106,Eric,Cook,louise27@example.net,1998-02-17,+44(0)20 7496 0303,"Flat 3
Pearson Flats
Jennaside
G3 1PH",Female,Meadowbrook Community Health NHS Trust,Black,Trinidad and Tobago,Dependent,AHP,Pharmacist,Surgery & Cancer,Colorectal Surgery,5,39805,2017-05-13,2017-06-17,20.0,0.53,None,Bank,Active,RA450837,GQ399180,2026-10-27,2031-01-09,2026-02-07,2026-12-24,2017-06-03
EMP0107,Margaret,Cunningham,osaunders@example.net,1967-07-01,0118 4960552,"259 Mason Ferry
West Georginamouth
L71 1ZW",Male,Northwood Mental Health NHS Trust,White,Canada,ILR,Medical,GP,Medicine & Acute Care,Geriatrics,GP,106569,2020-08-06,2020-09-10,18.75,0.5,NMC,Permanent,On Leave,TM901641,FM699845,2027-06-28,2030-05-30,2025-12-28,2027-08-18,2020-08-27
EMP0108,Hayley,Harvey,ldodd@example.org,2003-03-07,0118 4960769,"43 Carol Lake
Port Richard
G78 2FR",Female,Midlands Central Hospitals NHS Trust,Asian,India,Dependent,AHP,Occupational Therapist,Emergency & Urgent Care,Urgent Care,6,54929,2026-06-05,2026-07-03,37.5,1.0,GMC,Fixed Term,Suspended,WW485547,FS357390,2028-05-14,2029-01-13,2026-08-23,2027-03-13,2026-06-26
EMP0109,Jill,Wilkinson,andreadavison@example.net,1963-08-05,+44306 9990932,"820 Williamson Row
New Jakeburgh
L5B 0GU",Female,Greenhaven Acute & Specialist Care NHS Trust,Black,Nigeria,British Citizen,AHP,Physiologist,Surgery & Cancer,Breast Surgery,6,44522,2020-10-14,2020-11-25,18.75,0.5,NMC,Permanent,Inactive,GS204057,YK569562,2026-09-14,2030-02-16,2026-04-07,2026-09-13,2020-11-04
EMP0110,Frank,Glover,ejones@example.org,1999-07-05,(0114)4960684,"24 Rosie Extension
Lake Sianchester
B69 5SZ",Male,Valleyview Mental Wellness NHS Trust,White,New Zealand,ILR,Medical,GP,Corporate Services,Facilities Management,GP,103518,2017-02-25,2017-03-25,30.0,0.8,HCPC,Bank,Suspended,ZA252345,PQ838445,2028-02-24,2029-12-12,2025-12-04,2026-11-12,2017-03-18
EMP0111,Lawrence,Reynolds,tturner@example.net,2002-02-20,(0151) 4960285,"87 Conor Fields
Stephensmouth
L9 5UL",Male,Midlands Central Hospitals NHS Trust,Asian,India,British Citizen,Admin,Data Analyst,Surgery & Cancer,General Surgery,8A,67441,2023-04-25,2023-05-23,30.0,0.8,NMC,Fixed Term,Active,AH445342,KU735874,2026-10-24,2030-05-08,2026-02-03,2026-12-12,2023-05-16
EMP0112,Karen,Rogers,katherine77@example.com,1973-03-28,(0116)4960632,"Flat 18
Stacey Crest
Jonesville
S73 2FQ",Male,Westborough Acute Care NHS Trust,Black,Trinidad and Tobago,Dependent,AHP,Physiologist,Emergency & Urgent Care,Ambulance Services,6,54736,2025-09-16,2025-10-21,18.75,0.5,NMC,Fixed Term,Suspended,PN923143,RD755634,2026-10-16,2031-09-02,2025-12-24,2026-12-24,2025-10-07
EMP0113,Abigail,Ward,lindsey27@example.org,1996-02-15,(0141) 496 0201,"16 Ford Creek
Port Carolineshire
LE79 7AP",Female,Meadowbrook Community Health NHS Trust,Asian,Japan,British Citizen,Nursing,Nursery Nurse,Surgery & Cancer,ENT Surgery,2,27065,2025-02-22,2025-03-29,30.0,0.8,HCPC,Fixed Term,On Leave,WF806730,KS986632,2028-02-07,2027-04-23,2025-11-08,2027-05-08,2025-03-15
EMP0114,Adrian,Turnbull,bradleycharlie@example.net,1971-06-28,01164960519,"Flat 52c
Abigail Views
Bateshaven
RM79 8AP",Female,Northshire University Hospitals NHS Trust,White,United States,Skilled Worker,Admin,Administrator,Clinical Support Services,Physiotherapy,3,31476,2024-12-13,2025-01-24,20.0,0.53,NMC,Bank,Suspended,FG955241,UK418594,2027-05-22,2026-12-03,2026-06-01,2027-02-24,2025-01-03
EMP0115,Jayne,O'Neill,taylorelliot@example.org,1982-02-18,+4429 2018880,"862 Davies Curve
Jodiemouth
W8J 8HF",Male,Broadfield Clinical Services NHS Trust,Black,Trinidad and Tobago,ILR,Nursing,Charge Nurse,Women & Children,Gynaecology,7,64252,2017-10-15,2017-11-26,30.0,0.8,HCPC,Bank,Inactive,TT158833,RN805495,2031-01-03,2029-02-13,2025-09-30,2027-03-22,2017-11-05
EMP0116,Bryan,Patel,mary84@example.com,1969-07-06,+441184960676,"7 Hussain Stream
Evansview
W8 6ZW",Male,Oakridge Community Services NHS Trust,Asian,Thailand,British Citizen,Nursing,Nursery Nurse,Clinical Support Services,Pharmacy,2,25468,2025-10-04,2025-11-01,15.0,0.4,GMC,Fixed Term,Active,RC655429,NI654880,2026-12-20,2027-01-12,2026-06-05,2027-06-30,2025-10-25
EMP0117,Carly,Evans,vedwards@example.net,1990-12-23,+44(0)1632960250,"Flat 05i
Jones Mountains
Lawsonborough
S4A 7AR",Female,Eastmoor Teaching Hospitals NHS Trust,White,New Zealand,Dependent,Admin,Receptionist,Clinical Support Services,Pharmacy,3,26974,2021-01-31,2021-02-28,15.0,0.4,NMC,Fixed Term,Suspended,RY720297,AF966891,2029-01-10,2028-09-12,2026-08-11,2026-11-27,2021-02-21
EMP0118,Elaine,Barnes,geoffrey28@example.org,1961-11-20,+44(0)1154960776,"Studio 63u
Rhodes Square
East Owenstad
LU0A 3WT",Male,Valleyview Mental Wellness NHS Trust,Mixed,China,Skilled Worker,Admin,Administrator,Medicine & Acute Care,Oncology,3,31987,2023-01-15,2023-02-19,30.0,0.8,GMC,Fixed Term,Inactive,LE571028,ZZ190223,2027-02-18,2027-12-09,2025-09-11,2027-01-18,2023-02-05
EMP0119,Lynne,Wong,kellychristine@example.org,2008-05-10,(029) 2018 0215,"Studio 65
Joe Inlet
Kingland
G5H 3AD",Female,Southvale Hospitals NHS Trust,White,United States,Dependent,Admin,Data Analyst,Medicine & Acute Care,Infectious Diseases,8A,62086,2023-02-04,2023-03-04,18.75,0.5,GMC,Permanent,Active,JE250500,OE225696,2031-04-05,2027-04-01,2026-03-23,2026-12-28,2023-02-25
