booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00000103-20260913_210743,2026-12-11,11:30:00,19:30:00,Lakeside District Hospitals NHS Trust,Medical,Pathology,Clinical Support Services,SHO,Registrar,SPR,33.33,43.59,EMP0815-20260913_210743,Dr Louis Peters,Annual Leave Cover,2025-08-28
BR-00000104-20260913_210743,2026-01-28,06:15:00,10:15:00,Northwood Mental Health NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0339-20260913_210743,Henry Wright,High Acuity Patients,2025-01-03
BR-00000105-20260913_210743,2026-08-18,08:30:00,16:30:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Human Resources,Corporate Services,Physiologist,Speech Therapist,6,22.56,28.21,EMP0311-20260913_210743,Marc Frost,Unexpected Absence,2025-08-07
BR-00000106-20260913_210743,2027-06-22,00:15:00,08:15:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0264-20260913_210743,Dawn Thorpe,Maternity Leave Cover,2025-05-20
BR-00000107-20260913_210743,2026-08-16,03:45:00,15:45:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0639-20260913_210743,Shirley Lee,Maternity Leave Cover,2024-10-17
BR-00000108-20260913_210743,2026-07-22,14:15:00,00:15:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Pathology,Clinical Support Services,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0882-20260913_210743,Mr James Baxter,Bank Holiday Cover,2026-07-14
BR-00000109-20260913_210743,2025-12-23,04:00:00,09:00:00,Valleyview Mental Wellness NHS Trust,AHP,Haematology,Medicine & Acute Care,Physiologist,Pharmacist,5,18.97,23.08,EMP0890-20260913_210743,Sylvia Turner,Night Shift Cover,2025-10-25
BR-00000110-20260913_210743,2027-06-03,12:15:00,22:15:00,Westborough Acute Care NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Receptionist,Medical Secretary,4,15.38,19.49,EMP0508-20260913_210743,Julian Price,High Acuity Patients,2025-06-08
BR-00000111-20260913_210743,2025-10-17,21:15:00,05:15:00,Valleyview Mental Wellness NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Medical Secretary,Administrator,3,13.33,16.41,EMP0143-20260913_210743,Mr Leonard Stevenson,Training Cover,2026-02-27
BR-00000112-20260913_210743,2026-07-26,05:00:00,08:00:00,Riverbank General Hospitals NHS Trust,AHP,Human Resources,Corporate Services,Occupational Therapist,Physiologist,6,22.56,28.21,EMP0199-20260913_210743,Dr Hollie Thomas,Annual Leave Cover,2025-04-08
BR-00000113-20260913_210743,2026-09-10,16:45:00,17:45:00,Valleyview Mental Wellness NHS Trust,Admin,IT Support,Corporate Services,Data Analyst,Administrator,3,13.33,16.41,EMP0600-20260913_210743,Andrew Stewart,Staff Shortage,2025-03-11
BR-00000114-20260913_210743,2026-11-07,19:15:00,02:15:00,Oakridge Community Services NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP1017-20260913_210743,Billy Gibbs-Lowe,Increased Patient Demand,2025-10-11
BR-00000115-20260913_210743,2026-09-22,03:30:00,06:30:00,Hillcrest Medical Centres NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0269-20260913_210743,Ann Davies,Operational Requirement,2025-06-08
BR-00000116-20260913_210743,2026-05-11,03:30:00,09:30:00,Riverside Integrated Care NHS Trust,Nursing,Cardiology,Medicine & Acute Care,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0481-20260913_210743,Charlene Owens,Training Cover,2026-04-19
BR-00000117-20260913_210743,2027-01-19,20:30:00,00:30:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Receptionist,Data Analyst,8A,28.21,35.9,EMP0131-20260913_210743,Dr Jenna Stanley,Emergency Cover,2025-11-22
BR-00000118-20260913_210743,2027-01-06,18:45:00,19:45:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0581-20260913_210743,Albert Taylor,Annual Leave Cover,2024-11-28
BR-00000119-20260913_210743,2026-01-12,11:00:00,13:00:00,Oakridge Community Services NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0573-20260913_210743,Dr Hilary Turnbull,Unexpected Absence,2024-09-18
BR-00000120-20260913_210743,2027-05-08,14:45:00,17:45:00,Oakridge Community Services NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Administrator,Receptionist,3,13.33,16.41,EMP0903-20260913_210743,Jade Davies,Staff Redeployment,2025-01-24
BR-00000121-20260913_210743,2026-02-24,23:45:00,11:45:00,Broadfield Clinical Services NHS Trust,Medical,Human Resources,Corporate Services,Registrar,FY1/FY2,FY1,18.46,21.54,EMP1164-20260913_210743,Melanie Webster,Planned Leave Cover,2026-03-18
BR-00000122-20260913_210743,2026-06-08,00:45:00,02:45:00,Valleyview Mental Wellness NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Ward Manager,Charge Nurse,7,26.67,33.33,EMP1005-20260913_210743,Mandy Haynes,Night Shift Cover,2025-07-05
BR-00000123-20260913_210743,2026-02-12,16:45:00,04:45:00,Westmere Community Health NHS Trust,Medical,IT Support,Corporate Services,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0670-20260913_210743,Kenneth Barton,Maternity Leave Cover,2025-02-13
BR-00000124-20260913_210743,2027-02-10,05:00:00,17:00:00,Riverbank General Hospitals NHS Trust,Medical,Paediatrics,Women & Children,Registrar,FY1/FY2,FY1,18.46,21.54,EMP1161-20260913_210743,Dr Tina Cook,Night Shift Cover,2026-02-12
BR-00000125-20260913_210743,2026-04-30,17:15:00,02:15:00,Eastfield Psychological Services NHS Trust,Admin,Human Resources,Corporate Services,Receptionist,Data Analyst,8A,28.21,35.9,EMP0168-20260913_210743,Reece Connor-Woodward,Sickness Cover,2026-05-11
BR-00000126-20260913_210743,2027-07-16,09:30:00,20:30:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Finance,Corporate Services,Pharmacist,Physiologist,6,22.56,28.21,EMP1104-20260913_210743,Stanley Wade,Sickness Cover,2025-03-04
BR-00000127-20260913_210743,2027-08-15,14:45:00,19:45:00,Riverbank General Hospitals NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0117-20260913_210743,Dr Glenn Burns,New Service Requirement,2026-01-12
BR-00000128-20260913_210743,2027-03-06,19:30:00,05:30:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Orthopaedics,Surgery & Cancer,Physiologist,Physiotherapist,6,22.56,28.21,EMP1177-20260913_210743,Stuart Griffiths,Annual Leave Cover,2026-08-23
BR-00000129-20260913_210743,2026-07-20,12:30:00,18:30:00,Northshire University Hospitals NHS Trust,AHP,Endocrinology,Medicine & Acute Care,Physiologist,Speech Therapist,6,22.56,28.21,EMP0912-20260913_210743,Dennis Cook,Ward Capacity Increase,2024-11-23
BR-00000130-20260913_210743,2027-01-04,06:30:00,07:30:00,Hillcrest Medical Centres NHS Trust,AHP,Orthopaedics,Surgery & Cancer,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0399-20260913_210743,Diana Robertson,Annual Leave Cover,2026-03-23
BR-00000131-20260913_210743,2027-08-28,07:00:00,09:00:00,Northwood Mental Health NHS Trust,Nursing,Facilities Management,Corporate Services,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0732-20260913_210743,Stephanie Martin,High Acuity Patients,2026-01-11
BR-00000132-20260913_210743,2026-04-24,11:30:00,19:30:00,Midlands Central Hospitals NHS Trust,Admin,Postnatal Care,Women & Children,Administrator,Receptionist,3,13.33,16.41,EMP0145-20260913_210743,Adam O'Sullivan,Bank Holiday Cover,2024-10-16
BR-00000133-20260913_210743,2025-10-07,09:30:00,16:30:00,Meadowbrook Community Health NHS Trust,AHP,Occupational Therapy,Clinical Support Services,Occupational Therapist,Radiographer,6,22.56,28.21,EMP0533-20260913_210743,Melanie Goodwin-Brown,Additional Patient Safety Cover,2025-08-13
BR-00000134-20260913_210743,2026-07-01,16:30:00,19:30:00,Riverside Integrated Care NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0436-20260913_210743,Paige Robinson,Unexpected Absence,2024-12-08
BR-00000135-20260913_210743,2026-02-23,17:00:00,04:00:00,Westborough Acute Care NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0184-20260913_210743,Nicole Lawson-Cox,Ward Capacity Increase,2026-01-01
BR-00000136-20260913_210743,2027-05-03,20:15:00,08:15:00,Southgate Community & Mental Health NHS Trust,Admin,Neurology,Medicine & Acute Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0734-20260913_210743,Dr Abigail Williams,High Acuity Patients,2025-01-17
BR-00000137-20260913_210743,2027-05-17,23:00:00,10:00:00,Oakridge Community Services NHS Trust,AHP,Rheumatology,Medicine & Acute Care,Pharmacist,Physiologist,6,22.56,28.21,EMP1047-20260913_210743,Sharon Elliott,Study Leave Cover,2024-11-28
BR-00000138-20260913_210743,2026-07-14,08:15:00,12:15:00,Westmere Community Health NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,GP,GP,GP,46.15,61.54,EMP0105-20260913_210743,Miss Dawn Lord,Unexpected Absence,2025-07-24
BR-00000139-20260913_210743,2025-11-05,19:45:00,04:45:00,Meadowbrook Community Health NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Physiologist,Pharmacist,5,18.97,23.08,EMP0886-20260913_210743,Jeffrey Howard-Fisher,Unexpected Absence,2026-01-15
BR-00000140-20260913_210743,2026-01-10,03:45:00,06:45:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Medical Secretary,Administrator,3,13.33,16.41,EMP0317-20260913_210743,Dr Eric Kelly,Specialist Skills Required,2026-07-04
BR-00000141-20260913_210743,2025-11-19,12:45:00,17:45:00,Riverbank General Hospitals NHS Trust,AHP,Obstetrics,Women & Children,Pharmacist,Radiographer,6,22.56,28.21,EMP0375-20260913_210743,Dr Abbie Sutton,Sickness Cover,2025-03-06
BR-00000142-20260913_210743,2025-09-29,09:45:00,13:45:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Gastroenterology,Medicine & Acute Care,Physiotherapist,Physiologist,6,22.56,28.21,EMP0917-20260913_210743,Joseph Rogers-Bartlett,Ward Capacity Increase,2026-01-03
BR-00000143-20260913_210743,2027-09-07,13:15:00,00:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,IT Support,Corporate Services,Ward Manager,Senior Staff Nurse,6,22.56,28.21,EMP0008-20260913_210743,Beth North,Staff Shortage,2025-08-20
BR-00000144-20260913_210743,2027-03-17,00:15:00,09:15:00,Westborough Acute Care NHS Trust,Admin,Pharmacy,Clinical Support Services,Data Analyst,Administrator,3,13.33,16.41,EMP0368-20260913_210743,Stuart Walsh,Staff Shortage,2024-12-29
BR-00000145-20260913_210743,2027-02-24,18:00:00,20:00:00,Northwood Mental Health NHS Trust,Nursing,Respiratory Medicine,Medicine & Acute Care,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0690-20260913_210743,Robert Buckley,Increased Patient Demand,2026-05-14
BR-00000146-20260913_210743,2025-10-10,10:15:00,12:15:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Physiotherapist,Radiographer,6,22.56,28.21,EMP0125-20260913_210743,Janet Gardner,Weekend Cover,2025-08-30
BR-00000147-20260913_210743,2026-11-10,14:45:00,23:45:00,Broadfield Clinical Services NHS Trust,Admin,Communications,Corporate Services,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0582-20260913_210743,Anna Singh-Wade,Maternity Leave Cover,2025-08-02
BR-00000148-20260913_210743,2027-01-12,12:00:00,18:00:00,Broadfield Clinical Services NHS Trust,Admin,General Surgery,Surgery & Cancer,Data Analyst,Medical Secretary,4,15.38,19.49,EMP1148-20260913_210743,Leonard Hancock,Sickness Cover,2026-02-06
BR-00000149-20260913_210743,2026-09-21,05:30:00,08:30:00,Midlands Central Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Medical Secretary,Administrator,3,13.33,16.41,EMP1086-20260913_210743,Hannah Adams-Dodd,Training Cover,2025-11-15
BR-00000150-20260913_210743,2026-10-17,15:15:00,18:15:00,Southvale Hospitals NHS Trust,Nursing,Endocrinology,Medicine & Acute Care,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0289-20260913_210743,Roger Johnson,Additional Patient Safety Cover,2025-05-14
BR-00000151-20260913_210743,2026-07-05,03:00:00,14:00:00,Northshire University Hospitals NHS Trust,Medical,Paediatrics,Women & Children,SHO,Registrar,SPR,33.33,43.59,EMP0080-20260913_210743,Dr Angela Morris,Annual Leave Cover,2024-10-03
BR-00000152-20260913_210743,2027-08-23,14:00:00,22:00:00,Bluewater Community & Rehabilitation NHS Trust,Medical,General Surgery,Medicine & Acute Care,SHO,SHO,SHO,23.08,30.77,EMP0580-20260913_210743,Mr Robin Morgan,Operational Requirement,2026-07-11
BR-00000153-20260913_210743,2027-01-03,09:15:00,18:15:00,Northwood Mental Health NHS Trust,Nursing,Endocrinology,Medicine & Acute Care,Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0530-20260913_210743,Dr Megan Shepherd,Planned Leave Cover,2025-07-17
BR-00000154-20260913_210743,2026-06-11,01:00:00,03:00:00,Northwood Mental Health NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Physiologist,6,22.56,28.21,EMP0736-20260913_210743,Graham Hall-Parry,Emergency Cover,2026-04-08
BR-00000155-20260913_210743,2026-05-26,01:30:00,10:30:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Pathology,Clinical Support Services,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0089-20260913_210743,Suzanne Smith,Additional Patient Safety Cover,2026-04-08
BR-00000156-20260913_210743,2026-05-15,19:30:00,06:30:00,Westmere Community Health NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0676-20260913_210743,Paige Thompson,Sickness Cover,2024-12-12
BR-00000157-20260913_210743,2026-04-22,17:15:00,20:15:00,Hillcrest Medical Centres NHS Trust,Medical,Obstetrics,Women & Children,GP,FY1/FY2,FY1,18.46,21.54,EMP0558-20260913_210743,Peter Chapman,Study Leave Cover,2025-06-03
BR-00000158-20260913_210743,2025-10-08,13:00:00,15:00:00,Hillcrest Medical Centres NHS Trust,AHP,Facilities Management,Corporate Services,Radiographer,Physiotherapist,6,22.56,28.21,EMP0877-20260913_210743,Fiona James,Study Leave Cover,2026-08-27
BR-00000159-20260913_210743,2026-09-27,04:30:00,06:30:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Obstetrics,Women & Children,Registrar,SHO,SHO,23.08,30.77,EMP0529-20260913_210743,Marian Wall,Planned Leave Cover,2024-09-23
BR-00000160-20260913_210743,2026-07-15,03:00:00,15:00:00,Hillcrest Medical Centres NHS Trust,Admin,Infectious Diseases,Medicine & Acute Care,Administrator,Medical Secretary,4,15.38,19.49,EMP1160-20260913_210743,Dr Abdul Robinson,Training Cover,2026-07-25
BR-00000161-20260913_210743,2025-12-12,09:00:00,15:00:00,Midlands Central Hospitals NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0632-20260913_210743,Ms Tracy Clark,Ward Capacity Increase,2025-08-12
BR-00000162-20260913_210743,2027-03-21,08:15:00,11:15:00,Broadfield Clinical Services NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP0642-20260913_210743,Mr Stephen Bryant,Annual Leave Cover,2026-07-19
BR-00000163-20260913_210743,2027-01-15,17:30:00,23:30:00,Broadfield Clinical Services NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Occupational Therapist,Radiographer,6,22.56,28.21,EMP0449-20260913_210743,Nicola Gibson,Study Leave Cover,2026-05-06
BR-00000164-20260913_210743,2027-05-04,13:00:00,17:00:00,Riverside Integrated Care NHS Trust,Nursing,Paediatrics,Women & Children,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0003-20260913_210743,Susan Hutchinson,Training Cover,2024-11-19
BR-00000165-20260913_210743,2026-05-19,19:45:00,05:45:00,Lakeside District Hospitals NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0650-20260913_210743,Katy Simpson,Operational Requirement,2025-01-31
BR-00000166-20260913_210743,2027-09-08,07:15:00,17:15:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Radiology,Clinical Support Services,FY1/FY2,SHO,SHO,23.08,30.77,EMP0223-20260913_210743,Darren Lloyd-Spencer,Specialist Skills Required,2025-10-04
BR-00000167-20260913_210743,2025-10-12,14:45:00,18:45:00,Meadowbrook Community Health NHS Trust,AHP,Postnatal Care,Women & Children,Speech Therapist,Physiologist,6,22.56,28.21,EMP0561-20260913_210743,Heather Reed,Bank Holiday Cover,2025-12-31
BR-00000168-20260913_210743,2027-01-13,22:00:00,23:00:00,Valleyview Mental Wellness NHS Trust,Admin,Respiratory Medicine,Medicine & Acute Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0650-20260913_210743,Mandy Walker,New Service Requirement,2024-09-14
BR-00000169-20260913_210743,2025-10-10,08:45:00,15:45:00,Southvale Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0001-20260913_210743,Patrick Brown,Bank Holiday Cover,2025-08-27
BR-00000170-20260913_210743,2025-09-17,00:00:00,08:00:00,Northshire University Hospitals NHS Trust,Medical,General Surgery,Surgery & Cancer,FY1/FY2,Consultant,CONS,48.72,71.79,EMP1051-20260913_210743,Norman Wright-Hale,Emergency Cover,2025-12-30
BR-00000171-20260913_210743,2025-10-19,01:15:00,02:15:00,Broadfield Clinical Services NHS Trust,Admin,Gynaecology,Women & Children,Medical Secretary,Receptionist,3,13.33,16.41,EMP0344-20260913_210743,Ms Tracey Hughes,Operational Requirement,2026-08-06
BR-00000172-20260913_210743,2026-06-16,17:15:00,03:15:00,Oakridge Community Services NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Administrator,Data Analyst,8A,28.21,35.9,EMP0957-20260913_210743,Mrs Victoria Marshall,Training Cover,2025-04-03
BR-00000173-20260913_210743,2027-07-30,19:45:00,05:45:00,Riverbank General Hospitals NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,Consultant,Consultant,CONS,48.72,71.79,EMP0633-20260913_210743,Dr Marc Green,Weekend Cover,2025-01-28
BR-00000174-20260913_210743,2026-04-07,06:00:00,18:00:00,Southvale Hospitals NHS Trust,AHP,Oncology,Medicine & Acute Care,Radiographer,Speech Therapist,6,22.56,28.21,EMP0136-20260913_210743,Allan Scott,Night Shift Cover,2025-02-18
BR-00000175-20260913_210743,2026-05-12,13:00:00,17:00:00,Southgate Community & Mental Health NHS Trust,Medical,Orthopaedics,Surgery & Cancer,Consultant,Consultant,CONS,48.72,71.79,EMP1051-20260913_210743,Declan Webb,Operational Requirement,2025-05-03
BR-00000176-20260913_210743,2027-03-01,15:30:00,23:30:00,Northshire University Hospitals NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Administrator,Medical Secretary,4,15.38,19.49,EMP0091-20260913_210743,Mr Dominic Stephenson,New Service Requirement,2026-06-09
BR-00000177-20260913_210743,2026-01-03,03:30:00,12:30:00,Midlands Central Hospitals NHS Trust,AHP,Gynaecology,Women & Children,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0894-20260913_210743,Glen Hussain,Emergency Cover,2026-01-24
BR-00000178-20260913_210743,2026-07-29,09:15:00,21:15:00,Lakeside District Hospitals NHS Trust,Nursing,Pathology,Clinical Support Services,Healthcare Assistant,Staff Nurse,5,18.97,23.08,EMP0077-20260913_210743,Gordon Fraser,Sickness Cover,2025-03-25
BR-00000179-20260913_210743,2026-05-04,10:45:00,12:45:00,Meadowbrook Community Health NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0247-20260913_210743,Roger Ellis,Planned Leave Cover,2025-09-07
BR-00000180-20260913_210743,2026-11-08,17:00:00,01:00:00,Northshire University Hospitals NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Radiographer,Speech Therapist,6,22.56,28.21,EMP0935-20260913_210743,Dr Danny Burton,Operational Requirement,2025-02-02
